time,price
1752960456.247,1.15856
1752960456.735,1.15854
1752960457.043,1.15854
1752960457.721,1.15852
1752960458.241,1.15848
1752960458.736,1.15846
1752960459.236,1.15847
1752960459.736,1.15849
1752960460.045,1.15849
1752960460.739,1.15846
1752960461.239,1.15849
1752960461.739,1.15851
1752960462.238,1.15852
1752960462.74,1.15852
1752960463.045,1.15852
1752960463.741,1.1585
1752960464.241,1.15858
1752960464.74,1.15859
1752960465.242,1.15858
1752960465.741,1.15857
1752960466.046,1.15857
1752960466.254,1.15859
1752960466.754,1.15863
1752960467.246,1.15863
1752960467.763,1.15857
1752960468.26,1.15856
1752960468.772,1.15857
1752960469.049,1.15857
1752960469.26,1.15854
1752960469.772,1.15855
1752960470.248,1.15855
1752960470.774,1.15849
1752960471.275,1.15848
1752960471.774,1.15847
1752960472.05,1.15847
1752960472.276,1.15843
1752960472.777,1.15842
1752960473.25,1.15842
1752960473.791,1.15846
1752960474.277,1.15848
1752960474.781,1.15849
1752960475.052,1.15849
1752960475.279,1.15849
1752960475.779,1.15846
1752960476.252,1.15846
1752960476.78,1.15845
1752960477.283,1.15843
1752960477.78,1.15838
1752960478.052,1.15838
1752960478.28,1.15837
1752960478.784,1.15839
1752960479.251,1.15839
1752960479.78,1.15835
1752960480.282,1.15836
1752960480.83,1.15837
1752960481.053,1.15837
1752960481.283,1.15838
1752960481.785,1.15838
1752960482.252,1.15838
1752960482.79,1.15836
1752960483.302,1.15835
1752960483.786,1.15835
1752960484.052,1.15835
1752960484.289,1.15835
1752960484.792,1.15836
1752960485.253,1.15836
1752960485.777,1.15843
1752960486.27,1.15842
1752960486.786,1.15846
1752960487.053,1.15846
1752960487.286,1.15845
1752960487.776,1.15844
1752960488.254,1.15844
1752960488.792,1.15846
1752960489.291,1.15845
1752960489.792,1.15845
1752960490.055,1.15845
1752960490.292,1.15841
1752960490.794,1.15842
1752960491.256,1.15842
1752960491.794,1.15841
1752960492.322,1.15839
1752960492.802,1.15842
1752960493.056,1.15842
1752960493.296,1.1584
1752960493.807,1.15839
1752960494.257,1.15839
1752960494.811,1.15839
1752960495.308,1.1584
1752960495.809,1.15847
1752960496.059,1.15847
1752960496.311,1.15848
1752960496.81,1.1585
1752960497.26,1.1585
1752960497.811,1.15849
1752960498.327,1.1585
1752960498.816,1.15851
1752960499.063,1.15851
1752960499.327,1.15852
1752960499.816,1.15854
1752960500.263,1.15854
1752960500.83,1.15859
1752960501.315,1.1586
1752960501.814,1.15861
1752960502.063,1.15861
1752960502.315,1.15862
1752960502.817,1.15861
1752960503.262,1.15861
1752960503.821,1.15862
1752960504.321,1.15863
1752960504.832,1.15864
1752960505.065,1.15864
1752960505.333,1.15863
1752960505.833,1.15862
1752960506.266,1.15862
1752960506.817,1.15863
1752960507.323,1.15858
1752960507.82,1.15864
1752960508.068,1.15864
1752960508.319,1.15865
1752960508.819,1.15863
1752960509.269,1.15863
1752960509.825,1.1586
1752960510.321,1.1586
1752960510.822,1.15863
1752960511.07,1.15863
1752960511.322,1.15864
1752960511.822,1.15863
1752960512.271,1.15863
1752960512.829,1.15861
1752960513.34,1.15869
1752960513.825,1.15869
1752960514.071,1.15869
1752960514.344,1.1587
1752960514.825,1.15872
1752960515.271,1.15872
1752960515.826,1.15872
1752960516.326,1.15868
1752960516.825,1.15865
1752960517.071,1.15865
1752960517.327,1.15864
1752960517.843,1.15865
1752960518.272,1.15865
1752960518.843,1.15863
1752960519.343,1.15864
1752960519.844,1.15861
1752960520.072,1.15861
1752960520.348,1.15859
1752960520.852,1.15862
1752960521.273,1.15862
1752960521.847,1.15858
1752960522.347,1.1586
1752960522.847,1.15859
1752960523.075,1.15859
1752960523.354,1.1586
1752960523.863,1.15859
1752960524.274,1.15859
1752960524.848,1.15861
1752960525.347,1.15862
1752960525.88,1.15861
1752960526.364,1.15865
1752960526.864,1.15863
1752960527.277,1.15863
1752960527.866,1.15864
1752960528.366,1.15857
1752960528.867,1.15858
1752960529.076,1.15858
1752960529.366,1.15856
1752960529.852,1.15857
1752960530.276,1.15857
1752960530.857,1.1586
1752960531.353,1.15861
1752960531.868,1.15864
1752960532.078,1.15864
1752960532.354,1.15866
1752960532.856,1.15864
1752960533.278,1.15864
1752960533.86,1.15866
1752960534.356,1.15866
1752960534.856,1.15865
1752960535.078,1.15865
1752960535.341,1.15865
1752960535.842,1.15866
1752960536.278,1.15866
1752960536.841,1.15865
1752960537.342,1.15865
1752960537.859,1.15866
1752960538.079,1.15866
1752960538.375,1.15867
1752960538.859,1.15868
1752960539.279,1.15868
1752960539.847,1.15871
1752960540.349,1.15865
1752960540.831,1.15866
1752960541.081,1.15866
1752960541.351,1.15867
1752960541.832,1.15866
1752960542.284,1.15866
1752960542.853,1.15863
1752960543.354,1.15864
1752960543.853,1.15865
1752960544.085,1.15865
1752960544.353,1.15867
1752960544.852,1.15866
1752960545.285,1.15866
1752960545.853,1.15865
1752960546.353,1.15864
1752960546.853,1.15863
1752960547.086,1.15863
1752960547.354,1.15865
1752960547.855,1.15862
1752960548.286,1.15862
1752960548.836,1.15864
1752960549.355,1.15865
1752960549.855,1.15864
1752960550.086,1.15864
1752960550.389,1.15861
1752960550.839,1.15863
1752960551.287,1.15863
1752960551.839,1.15863
1752960552.358,1.15862
1752960552.872,1.15864
1752960553.085,1.15864
1752960553.36,1.15863
1752960553.86,1.15864
1752960554.286,1.15864
1752960554.855,1.15864
1752960555.361,1.15857
1752960555.86,1.15857
1752960556.085,1.15857
1752960556.36,1.15857
1752960556.86,1.15856
1752960557.286,1.15856
1752960557.879,1.15855
1752960558.376,1.15855
1752960558.875,1.15857
1752960559.086,1.15857
1752960559.376,1.15858
1752960559.906,1.1586
1752960560.286,1.1586
1752960560.908,1.15859
1752960561.382,1.1586
1752960561.892,1.15858
1752960562.367,1.15859
1752960562.895,1.15861
1752960563.287,1.15861
1752960563.91,1.15852
1752960564.382,1.15854
1752960564.894,1.15853
1752960565.383,1.15852
1752960565.884,1.15852
1752960566.288,1.15852
1752960566.88,1.15851
1752960567.385,1.1585
1752960567.913,1.15851
1752960568.386,1.15852
1752960568.885,1.1585
1752960569.289,1.1585
1752960569.885,1.15849
1752960570.386,1.1585
1752960570.887,1.15849
1752960571.09,1.15849
1752960571.388,1.15838
1752960571.888,1.15837
1752960572.29,1.15837
1752960572.907,1.15841
1752960573.39,1.15844
1752960573.918,1.15843
1752960574.402,1.15842
1752960574.89,1.15841
1752960575.29,1.15841
1752960575.891,1.15838
1752960576.391,1.15837
1752960576.903,1.15836
1752960577.392,1.15833
1752960577.893,1.15832
1752960578.291,1.15832
1752960578.909,1.1583
1752960579.393,1.15828
1752960579.92,1.15827
1752960580.393,1.15826
1752960580.895,1.15826
1752960581.293,1.15826
1752960581.895,1.15821
1752960582.396,1.15816
1752960582.912,1.15816
1752960583.398,1.15815
1752960583.897,1.15817
1752960584.292,1.15817
1752960584.909,1.15813
1752960585.397,1.15813
1752960585.897,1.15816
1752960586.415,1.15815
1752960586.9,1.15807
1752960587.293,1.15807
1752960587.899,1.15809
1752960588.398,1.1581
1752960588.927,1.15812
1752960589.428,1.15813
1752960589.911,1.15811
1752960590.294,1.15811
1752960590.914,1.15812
1752960591.401,1.15811
1752960591.914,1.1581
1752960592.403,1.15809
1752960592.903,1.15811
1752960593.295,1.15811
1752960593.904,1.15806
1752960594.403,1.15806
1752960594.903,1.15805
1752960595.385,1.15803
1752960595.905,1.15804
1752960596.296,1.15804
1752960596.904,1.15808
1752960597.387,1.15811
1752960597.907,1.15819
1752960598.406,1.1582
1752960598.908,1.15819
1752960599.296,1.15819
1752960599.907,1.1582
1752960600.437,1.15823
1752960600.938,1.15823
1752960601.409,1.15824
1752960601.912,1.15824
1752960602.297,1.15824
1752960602.928,1.15824
1752960603.445,1.15827
1752960603.941,1.15829
1752960604.443,1.15827
1752960604.927,1.15825
1752960605.297,1.15825
1752960605.929,1.15819
1752960606.446,1.1582
1752960606.925,1.15811
1752960607.426,1.15811
1752960607.927,1.15811
1752960608.3,1.15811
1752960608.928,1.15814
1752960609.428,1.15815
1752960609.945,1.15818
1752960610.429,1.15817
1752960610.95,1.15814
1752960611.301,1.15814
1752960611.93,1.15815
1752960612.43,1.15813
1752960612.931,1.15812
1752960613.432,1.15814
1752960613.932,1.15815
1752960614.304,1.15815
1752960614.932,1.15815
1752960615.433,1.15816
1752960615.935,1.15814
1752960616.433,1.15815
1752960616.935,1.15812
1752960617.306,1.15812
1752960617.935,1.15813
1752960618.434,1.15819
1752960618.934,1.15818
1752960619.434,1.15817
1752960619.954,1.15814
1752960620.308,1.15814
1752960620.937,1.1582
1752960621.436,1.1582
1752960621.937,1.15821
1752960622.439,1.1582
1752960622.939,1.15819
1752960623.311,1.15819
1752960623.94,1.1582
1752960624.439,1.15811
1752960624.938,1.1581
1752960625.441,1.15809
1752960625.94,1.15811
1752960626.312,1.15811
1752960626.94,1.15812
1752960627.443,1.15808
1752960627.941,1.15807
1752960628.442,1.15807
1752960628.945,1.15804
1752960629.311,1.15804
1752960629.945,1.15804
1752960630.443,1.15805
1752960630.944,1.15803
1752960631.443,1.15802
1752960631.945,1.15804
1752960632.313,1.15804
1752960632.947,1.15805
1752960633.447,1.15807
1752960633.947,1.15805
1752960634.446,1.15808
1752960634.965,1.15814
1752960635.316,1.15814
1752960635.947,1.15816
1752960636.448,1.15817
1752960636.951,1.15816
1752960637.449,1.15823
1752960637.949,1.15825
1752960638.316,1.15825
1752960638.949,1.15823
1752960639.467,1.15823
1752960639.977,1.15823
1752960640.469,1.1582
1752960640.971,1.1582
1752960641.317,1.1582
1752960641.97,1.15818
1752960642.471,1.1582
1752960642.969,1.15822
1752960643.473,1.15817
1752960643.985,1.15815
1752960644.321,1.15815
1752960644.972,1.15822
1752960645.472,1.15826
1752960645.974,1.15827
1752960646.473,1.15823
1752960646.974,1.15824
1752960647.32,1.15824
1752960647.972,1.15823
1752960648.471,1.1582
1752960648.992,1.15821
1752960649.491,1.15823
1752960649.992,1.15812
1752960650.321,1.15812
1752960650.993,1.15811
1752960651.505,1.15809
1752960652.006,1.15808
1752960652.507,1.15802
1752960653.007,1.15804
1752960653.508,1.15802
1752960654.038,1.15801
1752960654.524,1.158
1752960655.04,1.15808
1752960655.525,1.15806
1752960656.026,1.15804
1752960656.525,1.15801
1752960657.025,1.15802
1752960657.527,1.15801
1752960658.027,1.158
1752960658.527,1.15806
1752960659.043,1.15807
1752960659.543,1.15806
1752960660.06,1.15802
1752960660.544,1.15803
1752960661.046,1.15803
1752960661.578,1.15803
1752960662.093,1.15805
1752960662.593,1.15805
1752960663.096,1.15803
1752960663.594,1.15798
1752960664.094,1.15796
1752960664.596,1.15795
1752960665.095,1.15796
1752960665.595,1.15797
1752960666.096,1.15793
1752960666.613,1.15792
1752960667.127,1.15792
1752960667.613,1.15802
1752960668.129,1.158
1752960668.628,1.15799
1752960669.129,1.158
1752960669.63,1.15798
1752960670.129,1.15798
1752960670.617,1.15798
1752960671.131,1.15797
1752960671.631,1.15795
1752960672.131,1.15799
1752960672.632,1.15801
1752960673.132,1.15801
1752960673.617,1.15804
1752960674.134,1.15805
1752960674.633,1.15803
1752960675.134,1.15805
1752960675.635,1.15802
1752960676.135,1.15802
1752960676.618,1.15803
1752960677.118,1.15803
1752960677.619,1.15805
1752960678.137,1.15806
1752960678.636,1.15808
1752960679.136,1.15808
1752960679.621,1.15808
1752960680.153,1.15812
1752960680.639,1.15813
1752960681.154,1.15813
1752960681.67,1.15811
1752960682.137,1.15811
1752960682.655,1.15812
1752960683.157,1.15811
1752960683.661,1.15808
1752960684.16,1.15807
1752960684.657,1.15805
1752960685.138,1.15805
1752960685.658,1.15807
1752960686.172,1.15808
1752960686.673,1.15809
1752960687.173,1.15812
1752960687.69,1.15815
1752960688.14,1.15815
1752960688.694,1.15816
1752960689.195,1.15818
1752960689.695,1.15817
1752960690.207,1.15821
1752960690.693,1.15823
1752960691.142,1.15823
1752960691.692,1.15818
1752960692.192,1.15817
1752960692.693,1.15815
1752960693.195,1.15814
1752960693.694,1.15813
1752960694.145,1.15813
1752960694.696,1.15813
1752960695.195,1.15818
1752960695.696,1.15817
1752960696.211,1.15815
1752960696.697,1.15812
1752960697.148,1.15812
1752960697.712,1.15811
1752960698.199,1.15813
1752960698.698,1.15818
1752960698.698,1.15818
1752960699.213,1.15816
1752960699.213,1.15816
1752960699.713,1.15816
1752960700.149,1.15816
1752960700.715,1.15817
1752960700.715,1.15817
1752960701.216,1.15818
1752960701.216,1.15818
1752960701.715,1.15815
1752960701.715,1.15815
1752960702.215,1.15817
1752960702.215,1.15817
1752960702.717,1.15819
1752960702.717,1.15819
1752960703.149,1.15819
1752960703.149,1.15819
1752960703.733,1.1582
1752960703.733,1.1582
1752960704.234,1.15821
1752960704.234,1.15821
1752960704.734,1.15822
1752960704.734,1.15822
1752960705.25,1.1582
1752960705.75,1.15824
1752960706.149,1.15824
1752960706.735,1.15824
1752960706.149,1.15824
1752960706.735,1.15824
1752960707.251,1.15825
1752960707.251,1.15825
1752960707.752,1.15825
1752960708.268,1.15828
1752960708.768,1.15833
1752960709.151,1.15833
1752960708.768,1.15833
1752960709.151,1.15833
1752960709.768,1.15831
1752960709.768,1.15831
1752960710.252,1.15828
1752960710.252,1.15828
1752960710.771,1.15823
1752960711.255,1.15825
1752960711.754,1.15826
1752960712.152,1.15826
1752960712.152,1.15826
1752960712.771,1.15828
1752960713.287,1.15829
1752960713.287,1.15829
1752960713.835,1.15828
1752960714.304,1.15825
1752960714.304,1.15825
1752960714.771,1.15824
1752960715.152,1.15824
1752960715.152,1.15824
1752960715.773,1.15822
1752960716.274,1.15824
1752960715.773,1.15822
1752960716.274,1.15824
1752960716.79,1.15825
1752960716.79,1.15825
1752960717.275,1.15824
1752960717.275,1.15824
1752960717.792,1.15825
1752960717.792,1.15825
1752960718.154,1.15825
1752960718.154,1.15825
1752960718.796,1.15825
1752960718.796,1.15825
1752960719.292,1.15822
1752960719.292,1.15822
1752960719.793,1.15823
1752960719.793,1.15823
1752960720.293,1.15823
1752960720.293,1.15823
1752960720.815,1.15822
1752960720.815,1.15822
1752960721.156,1.15822
1752960721.156,1.15822
1752960721.796,1.15821
1752960721.796,1.15821
1752960722.295,1.15823
1752960722.78,1.15822
1752960723.296,1.15823
1752960723.296,1.15823
1752960723.802,1.15823
1752960724.157,1.15823
1752960724.157,1.15823
1752960724.812,1.15819
1752960724.812,1.15819
1752960725.318,1.1582
1752960725.318,1.1582
1752960725.813,1.15819
1752960725.813,1.15819
1752960726.314,1.15817
1752960726.314,1.15817
1752960726.813,1.15819
1752960727.157,1.15819
1752960727.157,1.15819
1752960727.815,1.15818
1752960728.332,1.15817
1752960728.832,1.15814
1752960728.832,1.15814
1752960729.317,1.15813
1752960729.317,1.15813
1752960729.816,1.15812
1752960729.816,1.15812
1752960730.16,1.15812
1752960730.16,1.15812
1752960730.819,1.15808
1752960730.819,1.15808
1752960731.336,1.1581
1752960731.336,1.1581
1752960731.897,1.15809
1752960731.897,1.15809
1752960732.334,1.15811
1752960732.334,1.15811
1752960732.852,1.15807
1752960732.852,1.15807
1752960733.162,1.15807
1752960733.162,1.15807
1752960733.853,1.15802
1752960733.853,1.15802
1752960734.337,1.15804
1752960734.337,1.15804
1752960734.898,1.15806
1752960734.898,1.15806
1752960735.337,1.15807
1752960735.337,1.15807
1752960735.885,1.15806
1752960736.163,1.15806
1752960736.9,1.15808
1752960735.885,1.15806
1752960736.163,1.15806
1752960736.9,1.15808
1752960737.339,1.15805
1752960737.339,1.15805
1752960737.856,1.15802
1752960737.856,1.15802
1752960738.34,1.158
1752960738.34,1.158
1752960738.842,1.15798
1752960738.842,1.15798
1752960739.163,1.15798
1752960739.163,1.15798
1752960739.903,1.158
1752960739.903,1.158
1752960740.358,1.15801
1752960740.358,1.15801
1752960740.875,1.15809
1752960740.875,1.15809
1752960741.36,1.15806
1752960741.36,1.15806
1752960741.874,1.15803
1752960741.874,1.15803
1752960742.165,1.15803
1752960742.165,1.15803
1752960742.876,1.15803
1752960742.876,1.15803
1752960743.365,1.15803
1752960743.365,1.15803
1752960743.908,1.15803
1752960743.908,1.15803
1752960744.376,1.15804
1752960744.892,1.15805
1752960744.892,1.15805
1752960745.166,1.15805
1752960745.394,1.15804
1752960745.394,1.15804
1752960745.892,1.15805
1752960746.368,1.15805
1752960746.924,1.15805
1752960747.424,1.15805
1752960745.892,1.15805
1752960746.368,1.15805
1752960746.924,1.15805
1752960747.424,1.15805
1752960747.93,1.15807
1752960747.93,1.15807
1752960748.17,1.15807
1752960748.17,1.15807
1752960748.441,1.15802
1752960748.942,1.15801
1752960749.37,1.15801
1752960748.441,1.15802
1752960748.942,1.15801
1752960749.37,1.15801
1752960749.943,1.15802
1752960749.943,1.15802
1752960750.442,1.15804
1752960750.442,1.15804
1752960750.945,1.15806
1752960750.945,1.15806
1752960751.169,1.15806
1752960751.169,1.15806
1752960751.445,1.15807
1752960751.445,1.15807
1752960751.944,1.15805
1752960751.944,1.15805
1752960752.37,1.15805
1752960752.37,1.15805
1752960752.936,1.1581
1752960752.936,1.1581
1752960753.446,1.15809
1752960753.446,1.15809
1752960753.931,1.15808
1752960754.171,1.15808
1752960754.171,1.15808
1752960754.431,1.15805
1752960754.931,1.15806
1752960754.931,1.15806
1752960755.371,1.15806
1752960755.371,1.15806
1752960755.98,1.15803
1752960756.479,1.15804
1752960756.979,1.15803
1752960755.98,1.15803
1752960756.479,1.15804
1752960756.979,1.15803
1752960757.482,1.15805
1752960757.482,1.15805
1752960757.965,1.15805
1752960757.965,1.15805
1752960758.373,1.15805
1752960758.373,1.15805
1752960758.964,1.15809
1752960758.964,1.15809
1752960759.469,1.15807
1752960759.996,1.15804
1752960759.996,1.15804
1752960760.482,1.15803
1752960760.482,1.15803
1752960760.967,1.15806
1752960760.967,1.15806
1752960761.373,1.15806
1752960761.983,1.1581
1752960762.515,1.15811
1752960763.001,1.15811
1752960763.001,1.15811
1752960763.5,1.15815
1752960763.5,1.15815
1752960764.001,1.15816
1752960764.502,1.15814
1752960764.502,1.15814
1752960765.003,1.15815
1752960765.003,1.15815
1752960765.518,1.15813
1752960765.518,1.15813
1752960766.001,1.15812
1752960766.001,1.15812
1752960766.501,1.15809
1752960766.501,1.15809
1752960766.985,1.15811
1752960766.985,1.15811
1752960767.376,1.15811
1752960767.376,1.15811
1752960767.989,1.15811
1752960768.503,1.15809
1752960768.503,1.15809
1752960768.988,1.1581
1752960768.988,1.1581
1752960769.488,1.15812
1752960770.005,1.1581
1752960770.005,1.1581
1752960770.522,1.15812
1752960770.522,1.15812
1752960771.006,1.15814
1752960771.006,1.15814
1752960771.49,1.15815
1752960771.99,1.1582
1752960772.491,1.15818
1752960773.008,1.15817
1752960773.507,1.15823
1752960773.992,1.15824
1752960774.512,1.15823
1752960774.512,1.15823
1752960775.008,1.15825
1752960775.525,1.15824
1752960776.04,1.15822
1752960775.525,1.15824
1752960776.04,1.15822
1752960776.525,1.15822
1752960776.525,1.15822
1752960777.024,1.1582
1752960777.024,1.1582
1752960777.541,1.15819
1752960777.541,1.15819
1752960778.026,1.15818
1752960778.026,1.15818
1752960778.543,1.15817
1752960778.543,1.15817
1752960779.043,1.15815
1752960779.043,1.15815
1752960779.559,1.15817
1752960779.559,1.15817
1752960780.029,1.15818
1752960780.545,1.15819
1752960780.545,1.15819
1752960781.046,1.15821
1752960781.046,1.15821
1752960781.516,1.15818
1752960781.516,1.15818
1752960782.061,1.15818
1752960782.532,1.15819
1752960782.532,1.15819
1752960783.033,1.1582
1752960783.533,1.15824
1752960784.033,1.15824
1752960784.537,1.15824
1752960785.052,1.1582
1752960785.052,1.1582
1752960785.55,1.15821
1752960786.049,1.1582
1752960786.548,1.15821
1752960785.55,1.15821
1752960786.049,1.1582
1752960786.548,1.15821
1752960787.065,1.15822
1752960787.065,1.15822
1752960787.55,1.15823
1752960788.05,1.15824
1752960788.05,1.15824
1752960788.55,1.15823
1752960788.55,1.15823
1752960789.066,1.15812
1752960789.066,1.15812
1752960789.551,1.15811
1752960789.551,1.15811
1752960790.068,1.15812
1752960790.068,1.15812
1752960790.557,1.15811
1752960790.557,1.15811
1752960791.042,1.15809
1752960791.042,1.15809
1752960791.555,1.1581
1752960791.555,1.1581
1752960792.057,1.15812
1752960792.057,1.15812
1752960792.554,1.1581
1752960792.554,1.1581
1752960793.056,1.15809
1752960793.056,1.15809
1752960793.57,1.15805
1752960793.57,1.15805
1752960794.055,1.15799
1752960794.055,1.15799
1752960794.555,1.15798
1752960794.555,1.15798
1752960795.062,1.15799
1752960795.556,1.15798
1752960795.556,1.15798
1752960796.087,1.15797
1752960796.59,1.15798
1752960797.103,1.15797
1752960797.103,1.15797
1752960797.557,1.15799
1752960797.557,1.15799
1752960798.059,1.15797
1752960798.059,1.15797
1752960798.558,1.15793
1752960798.558,1.15793
1752960799.059,1.15794
1752960799.558,1.15795
1752960799.558,1.15795
1752960800.044,1.15797
1752960800.044,1.15797
1752960800.561,1.15795
1752960800.561,1.15795
1752960801.061,1.15796
1752960801.545,1.15795
1752960801.545,1.15795
1752960802.063,1.15793
1752960802.063,1.15793
1752960802.577,1.1579
1752960802.577,1.1579
1752960803.046,1.15791
1752960803.046,1.15791
1752960803.547,1.1579
1752960803.547,1.1579
1752960804.047,1.1579
1752960804.047,1.1579
1752960804.562,1.15789
1752960804.562,1.15789
1752960805.064,1.15785
1752960805.064,1.15785
1752960805.548,1.15786
1752960805.548,1.15786
1752960806.064,1.15781
1752960806.064,1.15781
1752960806.547,1.15782
1752960806.547,1.15782
1752960807.063,1.15784
1752960807.063,1.15784
1752960807.548,1.15785
1752960807.548,1.15785
1752960808.05,1.15784
1752960808.05,1.15784
1752960808.566,1.15788
1752960808.566,1.15788
1752960809.097,1.15786
1752960809.097,1.15786
1752960809.565,1.15783
1752960810.086,1.15783
1752960810.086,1.15783
1752960810.6,1.15779
1752960810.6,1.15779
1752960811.083,1.15778
1752960811.083,1.15778
1752960811.584,1.15779
1752960811.584,1.15779
1752960812.069,1.1578
1752960812.069,1.1578
1752960812.569,1.15781
1752960812.569,1.15781
1752960813.059,1.15779
1752960813.059,1.15779
1752960813.555,1.1578
1752960813.555,1.1578
1752960814.085,1.15779
1752960814.085,1.15779
1752960814.57,1.15781
1752960814.57,1.15781
1752960815.07,1.15781
1752960815.07,1.15781
1752960815.586,1.1578
1752960815.586,1.1578
1752960816.075,1.15783
1752960816.075,1.15783
1752960816.586,1.15785
1752960816.586,1.15785
1752960817.103,1.15784
1752960817.103,1.15784
1752960817.603,1.15786
1752960817.603,1.15786
1752960818.119,1.15784
1752960818.589,1.15784
1752960818.589,1.15784
1752960819.105,1.15785
1752960819.105,1.15785
1752960819.605,1.15784
1752960819.605,1.15784
1752960820.106,1.15784
1752960820.106,1.15784
1752960820.607,1.15786
1752960820.607,1.15786
1752960821.123,1.15786
1752960821.123,1.15786
1752960821.622,1.15785
1752960822.127,1.15783
1752960822.127,1.15783
1752960822.623,1.15777
1752960823.124,1.15774
1752960823.124,1.15774
1752960823.628,1.15773
1752960823.628,1.15773
1752960824.109,1.15772
1752960824.109,1.15772
1752960824.608,1.15773
1752960825.126,1.15774
1752960825.126,1.15774
1752960825.626,1.15773
1752960825.626,1.15773
1752960826.125,1.15773
1752960826.125,1.15773
1752960826.63,1.15774
1752960826.63,1.15774
1752960827.14,1.15775
1752960827.14,1.15775
1752960827.626,1.15773
1752960827.626,1.15773
1752960828.128,1.15778
1752960828.128,1.15778
1752960828.642,1.15779
1752960829.142,1.1578
1752960828.642,1.15779
1752960829.142,1.1578
1752960829.643,1.15775
1752960829.643,1.15775
1752960830.143,1.15776
1752960830.143,1.15776
1752960830.661,1.15775
1752960830.661,1.15775
1752960831.001,1.15775
1752960831.001,1.15775
1752960831.646,1.15777
1752960832.145,1.15767
1752960832.145,1.15767
1752960832.63,1.15766
1752960832.63,1.15766
1752960833.131,1.15764
1752960833.648,1.15762
1752960833.648,1.15762
1752960834.003,1.15762
1752960834.003,1.15762
1752960834.632,1.15766
1752960834.632,1.15766
1752960835.134,1.15767
1752960835.134,1.15767
1752960835.634,1.15762
1752960835.634,1.15762
1752960836.133,1.15761
1752960836.133,1.15761
1752960836.634,1.15762
1752960836.634,1.15762
1752960837.004,1.15762
1752960837.004,1.15762
1752960837.635,1.1576
1752960837.635,1.1576
1752960838.136,1.15761
1752960838.136,1.15761
1752960838.635,1.1576
1752960839.231,1.15759
1752960839.62,1.15761
1752960840.003,1.15761
1752960840.003,1.15761
1752960840.64,1.15766
1752960840.64,1.15766
1752960841.142,1.15774
1752960841.142,1.15774
1752960841.654,1.15772
1752960841.654,1.15772
1752960842.155,1.15772
1752960842.155,1.15772
1752960842.655,1.15774
1752960842.655,1.15774
1752960843.005,1.15774
1752960843.005,1.15774
1752960843.657,1.15772
1752960843.657,1.15772
1752960844.16,1.15772
1752960844.16,1.15772
1752960844.657,1.1577
1752960844.657,1.1577
1752960845.157,1.15769
1752960845.157,1.15769
1752960845.658,1.15768
1752960845.658,1.15768
1752960846.008,1.15768
1752960846.008,1.15768
1752960846.657,1.15769
1752960847.158,1.1577
1752960847.66,1.15768
1752960847.66,1.15768
1752960848.16,1.15773
1752960848.16,1.15773
1752960848.66,1.15774
1752960848.66,1.15774
1752960849.008,1.15774
1752960849.008,1.15774
1752960849.659,1.15776
