timestamp,asset,price
16:35:43Z,EURCHF_otc,0.94669
16:35:43Z,EURCHF_otc,0.94665
16:35:44Z,EURCHF_otc,0.94665
16:35:44Z,EURCHF_otc,0.94659
16:35:45Z,EURCHF_otc,0.94668
16:35:45Z,EURCHF_otc,0.94668
16:35:46Z,EURCHF_otc,0.94658
16:35:46Z,EURCHF_otc,0.94652
16:35:47Z,EURCHF_otc,0.94652
16:35:47Z,EURCHF_otc,0.94669
16:35:48Z,EURCHF_otc,0.94675
16:35:48Z,EURCHF_otc,0.9466
16:35:49Z,EURCHF_otc,0.94663
16:35:49Z,EURCHF_otc,0.94663
16:35:50Z,EURCHF_otc,0.94663
16:35:50Z,EURCHF_otc,0.94659
16:35:51Z,EURCHF_otc,0.94655
16:35:51Z,EURCHF_otc,0.9466
16:35:52Z,EURCHF_otc,0.94654
16:35:52Z,EURCHF_otc,0.94654
16:35:53Z,EURCHF_otc,0.94654
16:35:53Z,EURCHF_otc,0.94653
16:35:54Z,EURCHF_otc,0.94657
16:35:54Z,EURCHF_otc,0.9465
16:35:55Z,EURCHF_otc,0.94654
16:35:55Z,EURCHF_otc,0.94659
16:35:56Z,EURCHF_otc,0.94659
16:35:56Z,EURCHF_otc,0.94653
16:35:57Z,EURCHF_otc,0.94653
16:35:57Z,EURCHF_otc,0.94665
16:35:58Z,EURCHF_otc,0.94662
16:35:58Z,EURCHF_otc,0.94667
16:35:59Z,EURCHF_otc,0.94667
16:35:59Z,EURCHF_otc,0.94673
16:35:59Z,EURCHF_otc,0.94671
16:36:00Z,EURCHF_otc,0.94671
16:36:00Z,EURCHF_otc,0.94682
16:36:01Z,EURCHF_otc,0.94682
16:36:01Z,EURCHF_otc,0.94685
16:36:02Z,EURCHF_otc,0.94685
16:36:02Z,EURCHF_otc,0.94692
16:36:02Z,EURCHF_otc,0.94689
16:36:03Z,EURCHF_otc,0.94689
16:36:03Z,EURCHF_otc,0.94679
16:36:04Z,EURCHF_otc,0.94676
16:36:04Z,EURCHF_otc,0.94673
16:36:05Z,EURCHF_otc,0.94673
16:36:05Z,EURCHF_otc,0.94675
16:36:05Z,EURCHF_otc,0.94678
16:36:06Z,EURCHF_otc,0.94678
16:36:06Z,EURCHF_otc,0.9467
16:36:07Z,EURCHF_otc,0.9467
16:36:07Z,EURCHF_otc,0.94673
16:36:08Z,EURCHF_otc,0.94673
16:36:08Z,EURCHF_otc,0.94677
16:36:08Z,EURCHF_otc,0.9468
16:36:09Z,EURCHF_otc,0.9468
16:36:09Z,EURCHF_otc,0.9469
16:36:10Z,EURCHF_otc,0.94684
16:36:10Z,EURCHF_otc,0.94691
16:36:11Z,EURCHF_otc,0.94691
16:36:11Z,EURCHF_otc,0.94694
16:36:11Z,EURCHF_otc,0.94694
16:36:12Z,EURCHF_otc,0.94694
16:36:12Z,EURCHF_otc,0.94703
16:36:13Z,EURCHF_otc,0.94703
16:36:13Z,EURCHF_otc,0.94698
16:36:14Z,EURCHF_otc,0.94698
16:36:14Z,EURCHF_otc,0.94701
16:36:14Z,EURCHF_otc,0.94708
16:36:15Z,EURCHF_otc,0.94708
16:36:15Z,EURCHF_otc,0.94717
16:36:16Z,EURCHF_otc,0.94713
16:36:16Z,EURCHF_otc,0.94718
16:36:17Z,EURCHF_otc,0.94718
16:36:17Z,EURCHF_otc,0.94714
16:36:17Z,EURCHF_otc,0.94716
16:36:18Z,EURCHF_otc,0.94716
16:36:18Z,EURCHF_otc,0.94715
16:36:19Z,EURCHF_otc,0.94715
16:36:19Z,EURCHF_otc,0.94713
16:36:20Z,EURCHF_otc,0.94713
16:36:20Z,EURCHF_otc,0.94716
16:36:20Z,EURCHF_otc,0.94721
16:36:21Z,EURCHF_otc,0.94721
16:36:21Z,EURCHF_otc,0.94727
16:36:22Z,EURCHF_otc,0.9473
16:36:22Z,EURCHF_otc,0.94728
16:36:23Z,EURCHF_otc,0.94728
16:36:23Z,EURCHF_otc,0.94723
16:36:23Z,EURCHF_otc,0.94729
16:36:24Z,EURCHF_otc,0.94729
16:36:24Z,EURCHF_otc,0.94727
16:36:25Z,EURCHF_otc,0.94727
16:36:25Z,EURCHF_otc,0.94732
16:36:26Z,EURCHF_otc,0.94732
16:36:26Z,EURCHF_otc,0.94725
16:36:26Z,EURCHF_otc,0.94717
16:36:27Z,EURCHF_otc,0.94717
16:36:27Z,EURCHF_otc,0.94726
16:36:28Z,EURCHF_otc,0.94729
16:36:28Z,EURCHF_otc,0.94735
16:36:29Z,EURCHF_otc,0.94735
16:36:29Z,EURCHF_otc,0.94731
16:36:29Z,EURCHF_otc,0.94743
16:36:30Z,EURCHF_otc,0.94743
16:36:30Z,EURCHF_otc,0.94746
16:36:31Z,EURCHF_otc,0.94779
16:36:31Z,EURCHF_otc,0.94783
16:36:32Z,EURCHF_otc,0.94783
16:36:32Z,EURCHF_otc,0.94796
16:36:32Z,EURCHF_otc,0.948
16:36:33Z,EURCHF_otc,0.948
16:36:33Z,EURCHF_otc,0.94779
16:36:34Z,EURCHF_otc,0.94774
16:36:34Z,EURCHF_otc,0.94771
16:36:35Z,EURCHF_otc,0.94771
16:36:35Z,EURCHF_otc,0.94781
16:36:35Z,EURCHF_otc,0.94784
16:36:36Z,EURCHF_otc,0.94784
16:36:36Z,EURCHF_otc,0.94787
16:36:37Z,EURCHF_otc,0.9479
16:36:37Z,EURCHF_otc,0.94787
16:36:38Z,EURCHF_otc,0.94787
16:36:38Z,EURCHF_otc,0.94783
16:36:38Z,EURCHF_otc,0.94787
16:36:39Z,EURCHF_otc,0.94787
16:36:39Z,EURCHF_otc,0.94795
16:36:40Z,EURCHF_otc,0.94798
16:36:40Z,EURCHF_otc,0.94795
16:36:41Z,EURCHF_otc,0.94795
16:36:41Z,EURCHF_otc,0.94795
16:36:41Z,EURCHF_otc,0.94803
16:36:42Z,EURCHF_otc,0.94803
16:36:42Z,EURCHF_otc,0.94807
16:36:43Z,EURCHF_otc,0.94801
16:36:43Z,EURCHF_otc,0.94807
16:36:44Z,EURCHF_otc,0.94807
16:36:44Z,EURCHF_otc,0.94807
16:36:44Z,EURCHF_otc,0.94805
16:36:45Z,EURCHF_otc,0.94805
16:36:45Z,EURCHF_otc,0.94808
16:36:46Z,EURCHF_otc,0.94804
16:36:46Z,EURCHF_otc,0.94822
16:36:47Z,EURCHF_otc,0.94816
16:36:48Z,EURCHF_otc,0.94812
16:36:48Z,EURCHF_otc,0.94816
16:36:49Z,EURCHF_otc,0.94821
16:36:49Z,EURCHF_otc,0.94824
16:36:50Z,EURCHF_otc,0.94821
16:36:50Z,EURCHF_otc,0.94821
16:36:51Z,EURCHF_otc,0.94805
16:36:51Z,EURCHF_otc,0.94805
16:36:52Z,EURCHF_otc,0.94816
16:36:52Z,EURCHF_otc,0.9482
16:36:53Z,EURCHF_otc,0.9483
16:36:53Z,EURCHF_otc,0.94837
16:36:54Z,EURCHF_otc,0.94842
16:36:54Z,EURCHF_otc,0.94844
16:36:55Z,EURCHF_otc,0.94867
16:36:55Z,EURCHF_otc,0.94863
16:36:56Z,EURCHF_otc,0.94856
16:36:56Z,EURCHF_otc,0.94854
16:36:57Z,EURCHF_otc,0.94857
16:36:57Z,EURCHF_otc,0.94854
16:36:58Z,EURCHF_otc,0.94856
16:36:58Z,EURCHF_otc,0.94834
16:36:59Z,EURCHF_otc,0.94829
16:36:59Z,EURCHF_otc,0.94832
16:37:00Z,EURCHF_otc,0.94848
16:37:00Z,EURCHF_otc,0.94842
16:37:01Z,EURCHF_otc,0.94837
16:37:01Z,EURCHF_otc,0.9484
16:37:02Z,EURCHF_otc,0.94866
16:37:02Z,EURCHF_otc,0.94861
16:37:03Z,EURCHF_otc,0.94851
16:37:03Z,EURCHF_otc,0.94854
16:37:04Z,EURCHF_otc,0.94849
16:37:04Z,EURCHF_otc,0.94852
16:37:05Z,EURCHF_otc,0.94856
16:37:05Z,EURCHF_otc,0.94867
16:37:06Z,EURCHF_otc,0.94873
16:37:06Z,EURCHF_otc,0.94864
16:37:07Z,EURCHF_otc,0.94867
16:37:07Z,EURCHF_otc,0.94871
16:37:08Z,EURCHF_otc,0.94875
16:37:08Z,EURCHF_otc,0.9488
16:37:09Z,EURCHF_otc,0.94873
16:37:09Z,EURCHF_otc,0.94879
16:37:10Z,EURCHF_otc,0.94876
16:37:10Z,EURCHF_otc,0.94873
16:37:11Z,EURCHF_otc,0.94876
16:37:11Z,EURCHF_otc,0.94881
16:37:12Z,EURCHF_otc,0.94877
16:37:12Z,EURCHF_otc,0.94881
16:37:13Z,EURCHF_otc,0.94885
16:37:13Z,EURCHF_otc,0.94882
16:37:14Z,EURCHF_otc,0.94878
16:37:14Z,EURCHF_otc,0.94875
16:37:15Z,EURCHF_otc,0.94879
16:37:15Z,EURCHF_otc,0.94876
16:37:16Z,EURCHF_otc,0.94868
16:37:16Z,EURCHF_otc,0.94872
16:37:17Z,EURCHF_otc,0.94864
16:37:17Z,EURCHF_otc,0.94874
16:37:18Z,EURCHF_otc,0.94874
16:37:18Z,EURCHF_otc,0.94879
16:37:19Z,EURCHF_otc,0.94882
16:37:19Z,EURCHF_otc,0.94885
16:37:20Z,EURCHF_otc,0.94891
16:37:20Z,EURCHF_otc,0.94884
16:37:21Z,EURCHF_otc,0.94889
16:37:21Z,EURCHF_otc,0.94887
16:37:22Z,EURCHF_otc,0.94883
16:37:22Z,EURCHF_otc,0.94889
16:37:23Z,EURCHF_otc,0.94886
16:37:23Z,EURCHF_otc,0.94888
16:37:24Z,EURCHF_otc,0.94892
16:37:24Z,EURCHF_otc,0.94889
16:37:25Z,EURCHF_otc,0.94891
16:37:25Z,EURCHF_otc,0.94886
16:37:26Z,EURCHF_otc,0.94875
16:37:26Z,EURCHF_otc,0.94877
16:37:27Z,EURCHF_otc,0.94886
16:37:27Z,EURCHF_otc,0.94886
16:37:28Z,EURCHF_otc,0.94879
16:37:28Z,EURCHF_otc,0.94876
16:37:29Z,EURCHF_otc,0.94876
16:37:29Z,EURCHF_otc,0.94872
16:37:30Z,EURCHF_otc,0.94876
16:37:30Z,EURCHF_otc,0.9487
16:37:31Z,EURCHF_otc,0.94867
16:37:31Z,EURCHF_otc,0.9487
16:37:32Z,EURCHF_otc,0.94888
16:37:32Z,EURCHF_otc,0.94884
16:37:33Z,EURCHF_otc,0.94886
16:37:33Z,EURCHF_otc,0.94874
16:37:34Z,EURCHF_otc,0.94879
16:37:34Z,EURCHF_otc,0.94885
16:37:35Z,EURCHF_otc,0.94885
16:37:35Z,EURCHF_otc,0.94889
16:37:36Z,EURCHF_otc,0.94894
16:37:36Z,EURCHF_otc,0.94892
16:37:37Z,EURCHF_otc,0.94898
16:37:37Z,EURCHF_otc,0.94904
16:37:38Z,EURCHF_otc,0.94899
16:37:38Z,EURCHF_otc,0.94896
16:37:39Z,EURCHF_otc,0.949
16:37:39Z,EURCHF_otc,0.94906
16:37:40Z,EURCHF_otc,0.94903
16:37:40Z,EURCHF_otc,0.94901
16:37:41Z,EURCHF_otc,0.94898
16:37:41Z,EURCHF_otc,0.949
16:37:42Z,EURCHF_otc,0.94909
16:37:42Z,EURCHF_otc,0.94905
16:37:43Z,EURCHF_otc,0.94905
16:37:43Z,EURCHF_otc,0.949
16:37:44Z,EURCHF_otc,0.94904
16:37:44Z,EURCHF_otc,0.949
16:37:45Z,EURCHF_otc,0.94903
16:37:45Z,EURCHF_otc,0.94908
16:37:46Z,EURCHF_otc,0.9491
16:37:46Z,EURCHF_otc,0.94914
16:37:47Z,EURCHF_otc,0.94938
16:37:47Z,EURCHF_otc,0.94941
16:37:48Z,EURCHF_otc,0.94941
16:37:48Z,EURCHF_otc,0.94946
16:37:49Z,EURCHF_otc,0.94949
16:37:49Z,EURCHF_otc,0.94949
16:37:50Z,EURCHF_otc,0.94944
16:37:50Z,EURCHF_otc,0.94944
16:37:51Z,EURCHF_otc,0.94935
16:37:51Z,EURCHF_otc,0.9493
16:37:52Z,EURCHF_otc,0.94927
16:37:52Z,EURCHF_otc,0.94924
16:37:53Z,EURCHF_otc,0.9493
16:37:53Z,EURCHF_otc,0.94926
16:37:54Z,EURCHF_otc,0.94923
16:37:54Z,EURCHF_otc,0.94935
16:37:55Z,EURCHF_otc,0.94938
16:37:55Z,EURCHF_otc,0.94938
16:37:56Z,EURCHF_otc,0.94935
16:37:56Z,EURCHF_otc,0.94928
16:37:57Z,EURCHF_otc,0.94931
16:37:57Z,EURCHF_otc,0.94934
16:37:58Z,EURCHF_otc,0.94926
16:37:58Z,EURCHF_otc,0.94929
16:37:59Z,EURCHF_otc,0.94929
16:37:59Z,EURCHF_otc,0.94947
16:38:00Z,EURCHF_otc,0.94957
16:38:00Z,EURCHF_otc,0.94954
16:38:01Z,EURCHF_otc,0.94951
16:38:01Z,EURCHF_otc,0.94951
16:38:02Z,EURCHF_otc,0.94951
16:38:02Z,EURCHF_otc,0.94942
16:38:03Z,EURCHF_otc,0.94964
16:38:03Z,EURCHF_otc,0.94961
16:38:04Z,EURCHF_otc,0.94969
16:38:04Z,EURCHF_otc,0.94964
16:38:05Z,EURCHF_otc,0.94964
